fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.832303342975196,0.3666451920853602,0.7582631959290226,14.86492041517241,0.21602189578219372,48.761912588831755,45.9662627746013,1.0016464460814536,2.8972844539163884,0.7374721549286287,12.613670201505844,3
15.343071662432052,0.5267418949866596,0.02458691645880151,11.667622048101501,0.05495542141974295,57.56437920058743,167.55830896557177,0.992742866661538,2.829580259743055,1.9444461599836305,9.520511353683581,7
12.871531542468878,0.3784353070440503,0.022123551528997254,6.057470564130137,0.25736770804224396,18.783220814267427,58.43151057348061,0.9917799881384173,3.894975469681063,1.9300906600735086,14.070564661806298,3
11.364840871426512,0.2495056992853012,0.32361021914954125,5.229419486799767,0.19841927954297275,45.366061072096926,84.8559868615553,1.0031925968846003,2.9814635332247565,0.7435448439293026,12.38525555395007,6
6.363010636999532,0.2961283718068772,0.48864319040466575,6.005667154289403,0.4175952632012706,41.593964803206156,67.89487349157406,0.9915415668987066,3.7829876962908244,0.9112467656471253,9.421825243120203,5
6.362738079799089,0.7927370013277796,0.7704074178077932,12.209941555245255,0.3748617704221615,60.13095675196725,57.74309170287524,0.9965870483748599,3.431681206306062,1.825578087259388,14.655197373627844,3
5.256344817500653,0.4212472288724571,0.6832953766065052,10.55601092162805,0.23039164319032646,65.3321812941695,239.67619929166875,0.9980453779861648,2.8388777799031377,1.9442591088964996,11.769375511679584,3
14.387790447256767,0.6518339971301902,0.44590270637674834,3.603855290865032,0.14251763999873907,1.8631307748944632,86.85524164803196,0.9974435196127593,3.9534192031263453,1.0705433017361936,8.873839937165759,4
11.39259963269826,0.854989215448091,0.2736266662816659,3.4419962958776313,0.6038335437271996,48.85541425317428,268.3760302676392,0.9912417579787887,3.0536406820797035,0.8660650662202993,12.474413878697938,4
12.601220129095314,1.1279764497988731,0.9971245001577111,2.3365764858156006,0.2839469710964728,4.68034173750076,280.489206672689,0.9908467065687293,3.83174958859781,1.2085770021300752,10.045792895583267,4
4.832604785542567,0.17739572416800445,0.42618130223597295,10.540419707639536,0.424276267232362,39.96896522049227,167.66671299219854,0.9915066842820193,2.954388707346397,1.4785745746307772,13.624007437202465,5
15.559981329430537,1.287139182407202,0.4513870243296755,12.059840868437345,0.0961912275794381,21.42192376210115,46.469317714400574,0.9980457042543449,3.824507460320153,0.7867024406762162,13.71584347818024,6
14.006601841044766,1.0367345686567253,0.16362382119166918,4.769677853545058,0.3028682300959793,22.781138566072027,111.9971528764215,0.9974839773695794,2.7568005923897236,1.5599102016138515,14.763157813055303,8
6.999431950664521,0.23936818664535298,0.7948095487499294,1.205796431051327,0.028494495201809827,26.060053745117315,231.75823052754455,0.9932535495875404,3.3899611798432403,0.41626778638145057,11.662151951659276,6
6.654622129440236,1.3954247911958948,0.6936822257814886,2.0997063451558393,0.31476761562835953,45.11176388252232,109.97157622127094,0.9987564838119369,3.717192075865377,0.4123218029165755,11.357219718230292,6
6.672470961343802,1.4644737047764473,0.2207696127887604,15.030756508737445,0.5894464268635037,24.717547562482615,30.625872779689214,1.0012393193779978,3.9271903072158345,0.9751004675930606,13.297591435402126,5
8.037937345442776,0.2091738213881011,0.0823810456158427,5.213493751170336,0.24213982107849433,53.021632591909906,163.5701297926772,0.9906363054331107,3.8946867129822387,0.9203002307414034,9.261059266222523,5
10.529747677444288,0.5242413662949175,0.6804993020747131,12.130657958436752,0.03535861153237204,29.72144437574475,245.16920097337785,0.9968545298311243,3.780923584325509,0.8571074696631442,11.954950839655307,4
9.480978710655908,1.2970538684978696,0.6545112142811352,10.02008810527225,0.03054251876068677,5.8530772220070615,231.24716756161118,0.9994584078128386,3.8680030140698562,1.1500030036570796,11.950609400850531,3
7.890889284237874,1.212459147960141,0.2732595269982093,6.476318738932281,0.2444040692081748,56.64694881637161,55.55984865688997,0.9935064884466891,2.993009001013087,0.865625082460324,8.981575298267517,7
11.513937710362889,0.3894006882603109,0.9508635622504104,3.9030340280551044,0.10785493694145322,21.288841046082126,196.39238587872808,0.9942618397300926,3.1009140555538957,0.6510707238417135,11.116896555794938,7
