fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_binary
8.832303342975196,0.3666451920853602,0.7582631959290226,14.86492041517241,0.2160218957821937,48.76191258883176,45.9662627746013,1.0016464460814536,2.8972844539163884,0.7374721549286287,12.613670201505844,3,0
15.343071662432052,0.5267418949866596,0.0245869164588015,11.6676220481015,0.0549554214197429,57.56437920058743,167.55830896557177,0.992742866661538,2.829580259743055,1.9444461599836305,9.52051135368358,7,1
12.871531542468878,0.3784353070440503,0.0221235515289972,6.057470564130137,0.2573677080422439,18.783220814267427,58.43151057348061,0.9917799881384172,3.894975469681063,1.9300906600735088,14.070564661806298,3,0
11.364840871426512,0.2495056992853012,0.3236102191495412,5.229419486799767,0.1984192795429727,45.366061072096926,84.8559868615553,1.0031925968846005,2.9814635332247565,0.7435448439293026,12.38525555395007,6,1
6.363010636999532,0.2961283718068772,0.4886431904046657,6.005667154289403,0.4175952632012706,41.59396480320616,67.89487349157406,0.9915415668987066,3.782987696290824,0.9112467656471251,9.421825243120203,5,0
6.362738079799089,0.7927370013277796,0.7704074178077932,12.209941555245257,0.3748617704221615,60.13095675196725,57.74309170287524,0.99658704837486,3.431681206306062,1.825578087259388,14.655197373627844,3,0
5.256344817500653,0.4212472288724571,0.6832953766065052,10.55601092162805,0.2303916431903264,65.3321812941695,239.67619929166875,0.9980453779861648,2.8388777799031377,1.9442591088965,11.769375511679584,3,0
14.387790447256767,0.6518339971301902,0.4459027063767483,3.603855290865032,0.142517639998739,1.8631307748944632,86.85524164803196,0.9974435196127592,3.953419203126345,1.0705433017361936,8.873839937165759,4,0
11.39259963269826,0.854989215448091,0.2736266662816659,3.441996295877632,0.6038335437271996,48.85541425317428,268.3760302676392,0.9912417579787888,3.0536406820797035,0.8660650662202993,12.474413878697938,4,0
12.601220129095314,1.1279764497988731,0.9971245001577111,2.3365764858156006,0.2839469710964728,4.68034173750076,280.489206672689,0.9908467065687292,3.83174958859781,1.2085770021300752,10.045792895583268,4,0
4.832604785542567,0.1773957241680044,0.4261813022359729,10.540419707639536,0.424276267232362,39.96896522049227,167.66671299219854,0.9915066842820192,2.954388707346397,1.4785745746307772,13.624007437202463,5,0
15.559981329430537,1.287139182407202,0.4513870243296755,12.059840868437345,0.0961912275794381,21.42192376210115,46.469317714400574,0.9980457042543448,3.824507460320153,0.7867024406762162,13.71584347818024,6,1
14.006601841044766,1.0367345686567253,0.1636238211916691,4.769677853545058,0.3028682300959793,22.781138566072027,111.9971528764215,0.9974839773695794,2.756800592389724,1.5599102016138515,14.763157813055305,8,1
6.999431950664521,0.2393681866453529,0.7948095487499294,1.205796431051327,0.0284944952018098,26.060053745117315,231.75823052754453,0.9932535495875404,3.3899611798432403,0.4162677863814505,11.662151951659276,6,1
6.654622129440236,1.3954247911958948,0.6936822257814886,2.0997063451558398,0.3147676156283595,45.11176388252232,109.97157622127094,0.9987564838119368,3.717192075865377,0.4123218029165755,11.357219718230292,6,1
6.672470961343802,1.4644737047764471,0.2207696127887604,15.030756508737444,0.5894464268635037,24.71754756248261,30.62587277968921,1.0012393193779978,3.9271903072158345,0.9751004675930606,13.297591435402126,5,0
8.037937345442776,0.2091738213881011,0.0823810456158427,5.213493751170336,0.2421398210784943,53.02163259190991,163.5701297926772,0.9906363054331108,3.894686712982239,0.9203002307414034,9.261059266222524,5,0
10.529747677444288,0.5242413662949175,0.6804993020747131,12.130657958436752,0.035358611532372,29.72144437574475,245.16920097337783,0.9968545298311244,3.780923584325509,0.8571074696631442,11.954950839655307,4,0
9.480978710655908,1.2970538684978696,0.6545112142811352,10.02008810527225,0.0305425187606867,5.8530772220070615,231.2471675616112,0.9994584078128386,3.868003014069856,1.1500030036570796,11.950609400850531,3,0
7.890889284237874,1.212459147960141,0.2732595269982093,6.476318738932281,0.2444040692081748,56.64694881637161,55.55984865688997,0.9935064884466892,2.993009001013087,0.865625082460324,8.981575298267517,7,1
11.513937710362889,0.3894006882603109,0.9508635622504104,3.903034028055104,0.1078549369414532,21.288841046082126,196.39238587872808,0.9942618397300926,3.100914055553896,0.6510707238417135,11.116896555794938,7,1
6.176280625368072,0.425650012071597,0.1510578917809002,2.672241705127334,0.0259879057005833,31.726448451547647,68.40270655228812,0.9984277482387154,3.1069900266497443,0.8468141469779635,13.946351190686812,8,1
7.901234528447965,0.6608892700754176,0.4323348010426019,9.879189333367451,0.4649719547561559,49.66651570875501,67.75273227826474,1.0022998786967037,3.2188584923721577,1.9580901355930924,13.964998542965292,3,0
8.739888829218717,0.8274035583788911,0.9436159201675988,12.209653197311704,0.2866552823202525,24.604387157558552,253.3623118453674,1.0011011706045254,3.2395172513891897,1.0165594063813972,9.045044821977926,8,1
9.753590821652503,1.022651966434232,0.4197273169261223,10.301002101700508,0.18525761841162,5.017581586416809,76.65631362548514,0.9980122335841364,3.431585262311438,1.0726703373534208,8.989685737860901,4,0
13.472488363741054,0.6586139137718677,0.6385259476640855,8.64241114543771,0.551149826626872,27.54839433790977,80.49899906459717,1.0000156197958536,2.943047299475381,1.2928301332184038,10.10752060051258,8,1
6.856313738389465,0.7953006855543959,0.3975943979627943,1.5124878621018896,0.0815672371601148,68.05584937129554,6.184909585447774,0.9950388820442302,3.6178832630082063,1.9721790832517585,14.08597940660096,3,0
10.410849154073812,1.2113075696752844,0.27421520234867,15.039936152878004,0.5845953785442362,46.56314220819763,252.3993366575215,0.9987999504927052,2.952809504916724,0.7334741316477242,9.237866802977743,3,0
11.29428462814108,0.1735574762202729,0.9839776479598282,12.56122719815679,0.2000660637090343,48.67501955537169,230.30433213818512,0.9964193932711574,3.1340917722727752,1.4677411245891645,13.0799792170784,7,1
5.124889663735974,0.4885579387422702,0.409334006315043,5.175201735834086,0.5441537997129,45.89203290827243,183.53408863066187,0.992656930178552,3.379248315869816,1.525694438214679,9.057576527485171,4,0
11.465256826486254,1.1614903953914464,0.8940992036791344,15.20756680863922,0.3731627830111975,15.128441866120012,218.3252111946924,0.9996276752902082,3.751479513134816,1.34423177604442,12.450396049360863,5,0
6.526922597666394,1.427001983023311,0.2299546058910861,9.687471208690305,0.507197708485151,30.70170435126189,49.029744581131176,0.9976490483606908,3.679125926213184,0.4779258271931956,10.71443744427444,8,1
5.3350830007336585,0.8670490654888725,0.2131047040250833,9.403370809825798,0.6014238847630681,54.3167256837956,135.70557726828386,0.994954425946208,3.5598286326413637,1.4603767006320527,13.527940759278136,7,1
15.322406570962666,0.8968856884873608,0.0311340828845113,11.82186841967117,0.1847548572534287,8.197475726274298,105.395086619705,1.002482439768871,2.9378320409368164,0.437038167430413,9.918987917364865,8,1
15.51164197374252,0.276471136556073,0.651666825375885,12.751838906116008,0.5877201557591482,20.72754710236957,32.538756930735666,0.9903551226848,3.434747588931784,1.3255582247483275,12.554811891034738,8,1
13.734890033716011,0.7732220555622438,0.3685263437237611,10.48458766703994,0.2452996550465498,20.618656701075608,143.57492731582352,0.9943708303200182,2.8510570572858547,1.5651005659603103,9.931936474743251,5,0
8.042135591659088,0.8976212090243338,0.864358249839637,2.77019789694652,0.2429216309374164,31.673343859209925,266.5693210469658,0.9908447246377317,3.2192512345317468,0.6823197173353173,13.038791840229,4,0
5.703694888272137,0.4740069353067053,0.4732099066915571,5.8387055875196765,0.2158918754484489,70.60618060689514,17.33673069134654,1.0005101020469385,3.265165993468248,1.7355087525964328,14.078907224644867,3,0
12.331833199587372,0.5130951171860962,0.9681934279147216,14.450021148760326,0.3363031568012035,5.792680814551358,88.48343851874367,0.99963270352503,2.7905605280961074,0.3806908552401171,9.22421169432394,6,1
9.573723179257495,0.670834878132749,0.1855255157031211,4.179387932920238,0.1043328808639137,37.827770601022245,64.73408494621408,0.9945830172191886,3.0879648863268643,1.7391674823093712,14.032871975870773,8,1
5.979032053746001,0.1493039487554805,0.8686231679556108,6.333638548027695,0.3436731797294487,13.734892422866942,73.39550298739206,0.9992725287280604,3.953674823428441,1.0987495145734176,12.258239153692935,6,1
10.195499084257351,0.5902355817514402,0.7765968527917417,7.208322490985262,0.3364811826335924,69.91803472409184,263.08697818186323,0.9954626650207888,3.951113411943705,0.6933718596858462,9.226218190635656,4,0
4.988590288601968,0.4287140902149551,0.770921844644052,7.315312849539002,0.4683791857503171,9.04454883564996,138.46354234830412,1.0003701766391735,3.187455358900725,0.5534095021399266,11.179022059838127,6,1
14.875320543490238,0.5981461341797554,0.8447832281168877,9.848917904420071,0.5113563272006137,29.655671167672978,137.96273386196873,0.996255981486474,2.7947371383643715,1.9220229698625624,9.445591907653135,8,1
7.524213792080191,0.2948527124561068,0.7610239909429989,14.668907231072732,0.275824368837142,53.38983392325704,221.2429068148449,0.9956852498930672,2.967450572946791,0.4513515312605317,12.952261277632704,5,0
12.086501813199996,1.4201698298802468,0.6262203216314154,4.414113592754572,0.1930976163615447,51.02336438994862,49.721293733394,1.002801021448951,3.238116597660596,0.6624860112929958,13.332642873716672,6,1
8.122335159810344,0.9866449821889112,0.1312448776823875,2.673920093993404,0.1673416034929395,31.01373321946919,143.89609521031437,0.9934869733405112,3.9436802164209217,0.9108633202131868,9.087677381773194,4,0
